hour_sin,machine_id_MCH_3,material_efficiency_scaled,operation_id_OP_06,reactive_power_kVAR_scaled,machine_id_MCH_4,time_period_Matin,operation_id_OP_02,relative_workload_scaled,hour_cos,time_period_Nuit_Profonde,humidity_%_scaled,allocation_recommendation_encoded,operator_count_scaled,operation_id_OP_08,frequency_Hz_scaled,energy_rolling_mean_3_scaled,hourly_variation_scaled,machine_id_MCH_2,energy_deviation_scaled,energy_output_ratio_scaled,thermal_comfort_index_scaled,forecast_energy_kWh_scaled,productivity_per_operator_scaled,active_power_kW_scaled,operation_id_OP_09,production_mode_Production,production_mode_Setup,time_period_Soiree,reactive_active_ratio_scaled,apparent_power_kVA_scaled,operation_id_OP_03,material_usage_kg_scaled,ambient_temp_C_scaled,power_factor_scaled,shift_phase_Shift_Nuit,frequency_deviation_scaled,production_mode_Maintenance,energy_cost_per_unit_scaled,difficult_conditions_scaled,operation_id_OP_05,machine_utilization_%_scaled,shift_type_encoded,energy_efficiency_scaled,shift_phase_Shift_Soir,production_output_units_scaled,voltage_V_scaled,energy_trend_scaled,daily_pattern_scaled,operation_id_OP_10,machine_id_MCH_5,energy_state_encoded,power_quality_scaled,operation_id_OP_04,current_A_scaled,operation_id_OP_07,target,timestamp,machine_id
0.0,0.0,0.31929664247636147,0.0,-0.11103023144700395,0.0,0.0,0.0,2.0289732742093474,1.0,1.0,-0.4686046290839214,0.0,1.2159673444790784,0.0,0.4808964255500471,-0.7601589591829212,-0.7361769822776064,0.0,-0.3509299080667682,-0.1453809359520601,-1.1208509579117687,-0.21651551605653602,-0.5692745144204417,-0.5113195481707141,0.0,0.0,0.0,0.0,0.3287673509869945,-0.7483995218786332,0.0,1.4826534684555852,-1.207899526532419,1.5935727981931702,1.0,-0.6548577373197955,0.0,-1.2108455889292336,0.5581437838992578,1.0,-1.6988614680001473,1.0,1.3965097455611601,0.0,1.9515425101312376,-0.9747101374209762,-0.00021801798710196967,-0.4055167009291033,0.0,0.0,1.0,0.3246086144956368,0.0,-0.7069225398595517,0.0,9.75,2025-07-01 00:00:00,MCH_1
0.0,0.0,2.0693655475834305,0.0,-0.8526480584716906,0.0,0.0,0.0,-1.1962271873383672,1.0,1.0,0.7628290431927403,1.0,-0.0174737488217619,0.0,-0.7932177454047268,-0.5986111760192302,-0.7361769822776064,0.0,0.14799599956809503,-0.9669511576543686,0.6676028296142617,-0.19268487971597983,-0.6076851961600066,-0.6497528996717071,0.0,0.0,1.0,0.0,-0.4819933469297306,-0.4315896429645282,0.0,1.4579347464496846,0.14076921084205588,-1.466172115065736,1.0,0.14310051286684244,0.0,0.04575197766505638,0.5581437838992578,0.0,-1.1313920841170089,1.0,-0.2893243483555521,0.0,-1.2567561188630185,0.09467769896258096,1.058160210307912,-0.4055167009291033,0.0,0.0,0.0,-0.2979295097580151,0.0,-0.43634068343828203,0.0,10.64,2025-07-01 00:00:00,MCH_3
0.0,0.0,0.9285689673685854,0.0,-0.20373245982508986,0.0,0.0,0.0,-1.6123820856025883,1.0,1.0,0.5545211042375291,1.0,-1.2509148421226022,1.0,0.4808964255500471,-0.5108792338516824,-0.7361769822776064,0.0,0.3049614536554673,0.1465039943177421,0.7073593526505135,-0.3833299704404287,0.5599919357464329,-0.39170253584506887,0.0,0.0,1.0,0.0,-0.078088866441937,-0.32929657653402683,0.0,0.06897798611813281,0.4527061977177847,-0.4285194923083669,1.0,-0.6548577373197955,0.0,0.33884313838269114,0.5581437838992578,0.0,-1.7076367677509177,0.0,-0.5371439413704735,0.0,-1.6707301355074387,-1.021828758564317,0.3327549077686318,-0.4055167009291033,0.0,0.0,0.0,-0.19503476442991602,0.0,-0.2802908297350102,0.0,10.92,2025-07-01 00:00:00,MCH_4
0.0,0.0,1.6371819778705594,0.0,0.4451831388215109,0.0,0.0,0.0,-0.363917390809925,1.0,1.0,-0.927802792858116,1.0,-0.0174737488217619,0.0,-0.7932177454047268,-0.3753485093997471,-0.7361769822776064,0.0,0.2769319082827218,0.31711768345334673,-1.1551192718573289,0.38265476907744567,-0.36185829569648426,-0.2548543310336048,0.0,0.0,0.0,0.0,0.4013936169667105,-0.3476272340436551,0.0,1.6027158324842443,-0.712470194435673,0.5559201754358039,1.0,0.14310051286684244,0.0,-0.20184899094189857,0.5581437838992578,1.0,-0.8642329583713378,1.0,-0.04895984654325575,0.0,-0.42880808557417827,1.0309042147236684,-0.05967746901491255,-0.4055167009291033,0.0,0.0,0.0,-0.18810519018929053,0.0,-0.3962544824869832,0.0,10.87,2025-07-01 00:00:00,MCH_2
0.0,0.0,-0.4692109386245602,0.0,0.9550453949009828,0.0,0.0,0.0,0.4683924057185172,1.0,1.0,0.1597718055544498,1.0,-0.0174737488217619,0.0,-0.8912265277858418,-0.44432396737975044,-0.7361769822776064,0.0,-0.1715408176811994,-0.4697988708855255,-0.15746064993548772,-0.7237676324483729,-0.11603139523296195,-0.4213992295222453,0.0,1.0,0.0,0.0,1.0554800311776655,-0.6328736312067321,0.0,-0.2970945159692516,-0.43952533091941076,1.3807209781403764,1.0,0.30269216290412465,0.0,-0.7306577803633192,0.5581437838992578,1.0,0.4413366378821381,0.0,0.5920717560377442,0.0,0.399139947714662,0.14384495580780413,-0.9515692344320564,-0.4055167009291033,0.0,0.0,0.0,-0.39119258308389027,0.0,-0.6396349882627281,0.0,10.07,2025-07-01 00:00:00,MCH_5
0.0,0.0,-0.4481283999063632,0.0,-1.5363269927600733,0.0,0.0,0.0,0.6764698548506285,1.0,1.0,1.2461955313761022,1.0,-0.0174737488217619,1.0,-0.3031738334990124,-0.4322230098393991,-0.7361769822776064,0.0,0.3610205444009573,-0.43558190875327124,1.5342433653950032,-0.42758686650146116,-0.054574670117081614,-0.38596416825942303,0.0,1.0,0.0,0.0,-1.048664165767327,-0.2926141984523874,0.0,-0.17585506994031092,0.9297862952924294,-0.6147648348545613,1.0,-0.6548577373197955,0.0,-0.5006141838478733,2.056516358125453,0.0,1.2749901142053057,0.0,0.2883517003378876,0.0,0.606126956036872,-0.585469354062979,1.1295115515412821,-0.4055167009291033,0.0,0.0,0.0,0.6702369060161102,0.0,-0.2645426793612856,0.0,11.02,2025-07-01 00:05:00,MCH_1
0.0,0.0,-0.6356555630967395,0.0,1.036159844731808,0.0,0.0,0.0,-1.1962271873383672,1.0,1.0,-0.18548997171938048,1.0,-1.2509148421226022,0.0,-0.5972001806424271,-0.46610569095238247,-0.7361769822776064,0.0,0.11996645419534953,-0.6300200592668109,-0.3901945460354499,-0.37311684058019,0.7443620803657274,-0.3851253277479889,0.0,0.0,0.0,0.0,0.9236387514886829,-0.44897274875264537,0.0,-1.230520542192066,-0.3936522446141559,0.36967483288960945,1.0,-0.1760827872078354,0.0,0.027433779978456706,0.5581437838992578,0.0,0.6694944314021619,1.0,-0.27259243164611396,0.0,-1.2567561188630185,0.49621029653188403,-0.5115692968262653,-0.4055167009291033,0.0,0.0,0.0,-0.7006668937534349,0.0,-0.4721319342876563,0.0,10.59,2025-07-01 00:05:00,MCH_3
0.0,0.0,-1.1306435611736236,1.0,0.28295423915986057,0.0,0.0,0.0,1.1966634776809053,1.0,1.0,1.2024623729214177,1.0,-1.2509148421226022,0.0,0.08886129602551736,-0.34872640281097445,-0.7361769822776064,0.0,0.37223236255005515,0.19028673385821265,1.8631101565026096,-0.7203632558282935,1.8044904119266703,-0.5292110600718434,0.0,0.0,0.0,0.0,0.2364535262045045,-0.2871764595679403,0.0,-0.7902918740869804,1.5009062197928453,-1.5459915475855337,1.0,-1.2932243374690378,0.0,-0.6457847317750055,2.056516358125453,0.0,0.8011239276637157,0.0,0.4749432345946583,0.0,1.1235944768423973,0.8096515589201759,0.5349170412631848,-0.4055167009291033,0.0,0.0,0.0,-0.9595157166576006,0.0,-0.32610363082220933,0.0,11.04,2025-07-01 00:05:00,MCH_4
0.0,0.0,-1.1813971171408666,0.0,-1.4320369858347268,0.0,0.0,0.0,1.0926247531148496,1.0,1.0,-0.6838178035846086,1.0,1.2159673444790784,0.0,1.853019378885936,-0.3971302329723798,-0.7361769822776064,0.0,0.13678418141899623,-0.7658336250897086,0.5476432785381377,0.1307308991915669,-0.7766909789712382,-0.3805649408792729,1.0,1.0,0.0,0.0,-0.9040744475187935,-0.4362105355485356,0.0,-0.8938750901117059,1.6821049106985995,0.316461877876411,1.0,1.5794253632026092,0.0,-0.7397323320622025,2.056516358125453,0.0,-0.5492972006492532,1.0,0.6049730507750105,0.0,1.0201009726812922,0.7113170452297296,-0.49967740662070365,-0.4055167009291033,0.0,0.0,0.0,0.9665745925312987,0.0,-0.46926863421970644,0.0,10.62,2025-07-01 00:05:00,MCH_2
0.0,0.0,-0.8867345716650384,0.0,1.036159844731808,0.0,0.0,0.0,1.0926247531148496,1.0,1.0,0.3208939682822371,1.0,-1.2509148421226022,0.0,-1.3812704396914866,-0.33178506225448245,-0.7361769822776064,0.0,0.42268554422099724,-0.5890460225787967,-0.1181375971212761,-0.36971246396011065,1.758397875771847,-0.1582289330967917,0.0,1.0,0.0,0.0,0.7405952327584131,-0.2556870382620667,0.0,-0.5278025880243222,-0.5702636268893847,0.5825266529424031,1.0,1.1006504130906491,0.0,-0.5902558385998257,0.5581437838992578,0.0,-0.6448504646020832,1.0,0.4016091855478431,0.0,1.0201009726812922,1.6229599325682056,0.6062683824965592,-0.4055167009291033,0.0,0.0,0.0,-0.4640324741591046,1.0,-0.33326188099208426,0.0,11.13,2025-07-01 00:05:00,MCH_5
